system,time_s,coordinate_name,coordinate_units,coordinate,velocity,acceleration,force_N,kinetic_energy_J,potential_energy_J,total_energy_J,period_s,frequency_Hz,angular_frequency_rad_s,amplitude,mass_kg,stiffness_or_length,damping,driving_force_or_torque,driving_frequency_rad_s
Simple Pendulum,60.68541539926016,theta,rad,0.0930552922408163,1.07514778517807,-0.4178427942953804,-1.2535283828861412,5.201742419879892,0.12732949261269974,5.329071912492592,3.557531470208846,0.2810937888741416,1.7661643641934472,0.611263018281476,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,60.735415399260155,theta,rad,0.14621710039491426,1.0498714102342246,-0.5921878483500378,-1.7765635450501134,4.960034901122397,0.3140383705428602,5.274073271665258,3.556629060164149,0.2811651097384463,1.7666124864001416,0.607999116577884,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,60.77436739923366,theta,rad,0.18662901049462646,1.0242372640903017,-0.723223554282182,-2.169670662846546,4.7207788791803384,0.5110432465863375,5.231822125766676,3.5559365139045944,0.2812198688277341,1.7669565479053893,0.6054812841706128,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,60.82436739923366,theta,rad,0.23686894943539258,0.9840210792213818,-0.8839045846538216,-2.651713753961465,4.357338679584059,0.8217600185376331,5.179098698121692,3.5550731716425163,0.28128816249877064,1.7673856496958196,0.6023264819208425,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,60.861382299241875,theta,rad,0.27266081333317027,0.949200130783396,-0.9966087371015597,-2.9898262113046794,4.054413997256473,1.0872100370240116,5.141624034280484,3.5544601043385815,0.2813366786082077,1.767690485401796,0.6000752891621817,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,60.873559299296964,theta,rad,0.2841444461509869,0.9368457371054414,-1.0324191872035844,-3.0972575616107534,3.94955970809687,1.1800886503006682,5.129648358397538,3.554264289152832,0.28135217829801634,1.7677878728250676,0.5993543189244976,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,60.92355929929696,theta,rad,0.32963667233548216,0.8816764940958335,-1.1724205107864805,-3.5172615323594414,3.498090481085042,1.5845107620696672,5.082601243154709,3.553495491467683,0.28141304875751366,1.7681703332018224,0.5965145468324563,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,60.97355929929696,theta,rad,0.37220035674689,0.8198043781795967,-1.3003884792353426,-3.9011654377060276,3.0243564831709593,2.015089571721819,5.039446054892778,3.552790954398335,0.2814688544401988,1.7685209706473268,0.5938992092197737,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,60.98586609929267,theta,rad,0.3821902974693169,0.8036180595632183,-1.3299489322791354,-3.989846796837406,2.906108935452685,2.123375015841371,5.029483951294056,3.5526284064018117,0.2814817328482785,1.768601888071753,0.593294035216786,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.03586609929267,theta,rad,0.420660746083049,0.7342669479782422,-1.441893536210443,-4.325680608631329,2.4261657790197715,2.5657275628139384,4.99189334183371,3.5520153576997804,0.28153031428546005,1.7689071342440537,0.5910055858677087,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.05052499927047,theta,rad,0.43126827707759957,0.7129069251347095,-1.4721870200678793,-4.416561060203637,2.2870632775726185,2.694719364744255,4.981782642316873,3.5518505485805876,0.28154337754994396,1.768989213155523,0.5903887318561111,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.10052499927047,theta,rad,0.46503257525241015,0.6368771168478191,-1.5667295006648425,-4.7001885019945275,1.8252560788397578,3.1252612364622836,4.950517315302042,3.551341128425538,0.28158376338331176,1.7692429648303576,0.5884776294265921,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.11339339935153,theta,rad,0.4730978262985552,0.616572545544797,-1.5888443542363828,-4.766533062709149,1.7107276676381586,3.232560315638418,4.943287983276576,3.5512233847784134,0.2815930995178433,1.769301625493672,0.588034955059303,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.16339339935153,theta,rad,0.5019067709441413,0.5351414672264447,-1.6660964746014313,-4.998289423804294,1.288693754753724,3.6296957107339685,4.918389465487692,3.5508179996729305,0.281625248067378,1.7695036207877555,0.5865080867190005,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.17704729924376,theta,rad,0.5090576457800173,0.5122639582114229,-1.6847903465999507,-5.054371039799852,1.1808646329709547,3.731601690270976,4.91246632324193,3.5507215929422307,0.28163289456084084,1.7695516651231329,0.5861443412100025,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.22704729924376,theta,rad,0.5325385558702478,0.426475166446683,-1.7444652968635757,-5.233395890590727,0.8184648041807667,4.075437935757653,4.89390273993842,3.550419523681894,0.2816568558531836,1.769702218363122,0.5850030414612971,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.239375799171874,theta,rad,0.5376634581420062,0.40488999576032725,-1.7570660399037121,-5.271198119711136,0.7377115890005901,4.152348177234882,4.890059766235472,3.550357004820749,0.2816618155983128,1.7697333813608451,0.5847665274949998,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.28937579917187,theta,rad,0.55569245919752,0.31591512483913425,-1.799659279149667,-5.398977837449001,0.44911064745956597,4.4281746553659085,4.877285302825475,3.5501492211711114,0.28167830074199623,1.7698369605734234,0.583979721208887,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.30252639918985,theta,rad,0.559691053015572,0.29218866699845675,-1.8086070415693245,-5.425821124707974,0.38418397705050766,4.49045356349211,4.874637540542618,3.550106160762297,0.2816817173110325,1.769858427509793,0.5838165227027233,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.35252639918985,theta,rad,0.5720276935587362,0.20106422306147118,-1.8341379027926084,-5.502413708377825,0.18192069807890865,4.685107769091705,4.867028467170614,3.5499824280070706,0.28169153517793366,1.7699201149868544,0.5833473023194977,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.366050599258635,theta,rad,0.5745790427749192,0.1762266938497197,-1.83874982289806,-5.5162494686941805,0.13975131431341278,4.725835283456358,4.865586597769771,3.549958983666004,0.28169339550151956,1.7699318037446758,0.5832583505408308,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.41605059925863,theta,rad,0.581086960654103,0.08401789685420323,-1.8474076790726548,-5.542223037217965,0.03176553146311589,4.830449627731945,4.8622151591950615,3.5499041678784686,0.28169774526550967,1.7699591341178682,0.5830503130022001,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.42764799920773,theta,rad,0.5819371050095675,0.06259132040941523,-1.8475407438776188,-5.542622231632857,0.01762953025767336,4.844192676589355,4.8618222068470285,3.5498977791662645,0.28169825223386064,1.7699623194939622,0.5830260612671765,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.477647999207726,theta,rad,0.5827589922131718,-0.029653848025985967,-1.8401051314039572,-5.520315394211871,0.003957078162367222,4.857495826393844,4.861452904556211,3.5498917750097894,0.2816987286879309,1.769965313143176,0.5830032683234755,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.489674399280226,theta,rad,0.582269377136117,-0.05176208169137858,-1.836387743552812,-5.5091632306584355,0.012056908954612273,4.849568867627831,4.861625776582443,3.549894585576106,0.28169850565793964,1.769963911804412,0.5830139378987171,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.53967439928022,theta,rad,0.5773942098624879,-0.14304949378427484,-1.8129759295174992,-5.438927788552498,0.09208420952371779,4.770960756373651,4.86304496589737,3.549917659243309,0.28169667468094384,1.7699524074366542,0.5831015230309636,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.54384106594689,theta,rad,0.576782439916367,-0.1505983250996571,-1.8104483650789625,-5.431345095236887,0.10205934985269903,4.761137811693764,4.863197161546464,3.549920133732794,0.2816964783228757,1.7699511736825253,0.5831109150803514,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.59384106594689,theta,rad,0.5670036455443391,-0.24024337907932647,-1.7732417023978833,-5.3197251071936495,0.2597259653615383,4.6053793810990085,4.865105346460547,3.549951158827921,0.2816940164129378,1.769935705046176,0.5832286585253258,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.62810266594488,theta,rad,0.5577378823093289,-0.30045267008414966,-1.7404544317516286,-5.221363295254886,0.406223131323127,4.459982655069203,4.866205786392331,3.5499690513914675,0.2816925966179998,1.7699267842114823,0.5832965509820898,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.67788966599937,theta,rad,0.5406449097265619,-0.38570897170432145,-1.6823252236731308,-5.046975671019393,0.6694713488394227,4.197396899455906,4.8668682482953285,3.549979822864101,0.2816917418964952,1.769921413837883,0.5833374186919169,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.71620396600656,theta,rad,0.5246444784416457,-0.44917163362007356,-1.6292063989622312,-4.8876191968866936,0.9078982040201653,3.9582738161743243,4.866172020194489,3.549968502365108,0.2816926401836429,1.7699270579424908,0.5832944678553806,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.76620396600656,theta,rad,0.500181515189691,-0.5286789557739806,-1.5490573478069145,-4.647172043420744,1.2577564722521994,3.6053067164348658,4.863063188687065,3.5499179555201015,0.2816966511704886,1.769952259716107,0.583102647573054,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.77499166598163,theta,rad,0.49547602741993385,-0.542224482698079,-1.5337185573380998,-4.6011556720143,1.3230332533673974,3.5391787532089305,4.862212006576328,3.54990411662224,0.281697749332877,1.7699591596738908,0.5830501184364209,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.82499166598163,theta,rad,0.4664857030982131,-0.6166027928892062,-1.4394406828446673,-4.318322048534002,1.7108955188944617,3.144467296024935,4.855362814919396,3.5497927683136403,0.281706585501626,1.7700146789595461,0.5826272807968188,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.838004165995784,theta,rad,0.4583410337226287,-0.6351621985280822,-1.4129787288103857,-4.238936186431157,1.8154395829756211,3.0375362502067866,4.852975833182407,3.549753966522889,0.2817096647910885,1.7700340267058536,0.5824798557367582,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.88800416599578,theta,rad,0.42486088690792057,-0.7031363002957441,-1.3041025325709679,-3.9123075977129034,2.2248029555711413,2.6164422667944036,4.841245222365545,3.5495633064856067,0.28172479644829657,1.7701291017120966,0.5817548682095035,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.90278146594382,theta,rad,0.4143292834919181,-0.7221550647126689,-1.2697896814466572,-3.8093690443399715,2.3467857187057155,2.4901741048692743,4.83695982357499,3.549493666589656,0.2817303237959563,1.7701638310617,0.5814898181270882,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.952781465943815,theta,rad,0.3766844540461525,-0.7826128934120142,-1.1467755821207113,-3.4403267463621336,2.756173234206262,2.063356934036443,4.819530168242705,3.549210489682663,0.2817528018997292,1.770305065153059,0.5804106980311142,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,61.96669946598439,theta,rad,0.3656821347604144,-0.7983235836158125,-1.110702923285941,-3.3321087698578227,2.867942448707369,1.9459099420743287,4.8138523907816975,3.5491182658208236,0.2817601232481681,1.7703510665419993,0.5800587868923226,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.01669946598439,theta,rad,0.3244331578802713,-0.8505040961747392,-0.9749517316695183,-2.924855195008555,3.255107479245045,1.535316841062871,4.790424320307916,3.5487378396526696,0.28179032805023274,1.770540848910538,0.5786047009937397,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.0297560659851,theta,rad,0.31324640945365884,-0.8629930541772265,-0.9379979021568885,-2.8139937064706655,3.351406552011618,1.4321165390409423,4.78352309105256,3.5486258123832752,0.28179922394477397,1.7705967434644136,0.5781757520306706,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.079756065985094,theta,rad,0.2689845686631847,-0.9062574470477716,-0.7912425525729808,-2.3737276577189426,3.695861521482951,1.0582661035492216,4.754127625032172,3.5481488168865165,0.28183710763222586,1.7708347736927932,0.5763454956751288,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.09168766591782,theta,rad,0.2581160010153809,-0.9154829279220982,-0.7550834710712901,-2.26525041321387,3.7714904609256794,0.974939315202054,4.746429776127734,3.548023953131747,0.28184702617842433,1.770897093756536,0.5758653508832923,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.141687665917814,theta,rad,0.2114622001352876,-0.9493715545150542,-0.5994011462141952,-1.7982034386425854,4.055878568350487,0.6555515074541609,4.711430075804648,3.547456487856004,0.2818921115518391,1.7711803735123441,0.5736777893091759,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.15463736591944,theta,rad,0.19911901678759267,-0.9568666170030832,-0.5581036013474511,-1.6743108040423533,4.120171752307163,0.5815008414358592,4.701672593743022,3.5472983588776588,0.2819046775406829,1.7712593279488178,0.5730666033657522,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.20463736591944,theta,rad,0.15064529617431208,-0.9807278531440462,-0.3956082234450187,-1.1868246703350562,4.328222048696385,0.3333112242699016,4.661533272966286,3.5466482000211847,0.28195635529738383,1.7715840288704292,0.5705462548313527,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.21757116591641,theta,rad,0.1379288574998139,-0.9855687671474367,-0.3529220295810666,-1.0587660887431998,4.371056076494331,0.27950006939407546,4.650556145888407,3.5464704914015663,0.2819704837315028,1.771672800440099,0.5698552760624497,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.26757116591641,theta,rad,0.08827849515373541,-0.9990560252048396,-0.186187175745724,-0.558561527237172,4.491508236741419,0.1146009055454366,4.606109142286855,3.545751351409833,0.28202767224565484,1.7720321264719585,0.5670498106620435,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.28121656597675,theta,rad,0.07463006354925773,-1.0012840974075345,-0.14036600748441688,-0.4210980224532507,4.511564296745495,0.08191931416891986,4.593483610914415,3.54554719433171,0.28204391175463883,1.7721341623162026,0.5662506396002376,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.331216565976746,theta,rad,0.024460477306096826,-1.0040974470210766,0.027832328273043647,0.08349698481913094,4.536952574014096,0.008803765524694031,4.54575633953879,3.5447759167996193,0.2821052792817562,1.7725197458609243,0.5632204728323347,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.34392566600897,theta,rad,0.011702699618818297,-1.0034724306209926,0.0705127080177107,0.2115381240531321,4.5313061355738125,0.0020152430200384643,4.533321378593851,3.544575091355677,0.2821212625566171,1.7726201717386911,0.5624285972905324,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.39392566600897,theta,rad,-0.03831306224164156,-0.995768028249856,0.23728463591169974,0.7118539077350992,4.461992847380728,0.021597370139009132,4.483590217519737,3.543772444748375,0.2821851616014258,1.773021661278176,0.5592516477394692,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.4090988660612,theta,rad,-0.05339281112439444,-0.9917874364767848,0.28734986594047596,0.8620495978214279,4.426390436189366,0.0419394435895747,4.468329879778941,3.5435263123271366,0.2822047621097728,1.7731448149042348,0.5582735427781885,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.4590988660612,theta,rad,-0.10255489803966197,-0.9733432238776675,0.4496596159215362,1.3489788477646085,4.263286641608571,0.15462951942969558,4.417916161038266,3.5427137447431907,0.2822694894510845,1.7735515087841374,0.555031345610696,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.469301065980346,theta,rad,-0.11246117383650411,-0.9685896698936428,0.482170266627227,1.446510799881681,4.221746768811041,0.18591212451109218,4.407658893322133,3.542548521551747,0.2822826543987515,1.7736342265898883,0.5543696055497398,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.51930106598034,theta,rad,-0.1602224234809069,-0.9405631179372598,0.6378084978448534,1.91342549353456,3.980965404707368,0.3769446536517235,4.357910058359091,3.5417476664010463,0.2823464837674763,1.7740352783416264,0.5511500044073347,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.53252556597896,theta,rad,-0.17260395799457878,-0.931863264908295,0.6778222609404991,2.033466782821497,3.9076611501849614,0.43730383531662737,4.344964985501589,3.5415394114345737,0.2823630867332151,1.7741395978520123,0.5503094692703436,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.582525565978955,theta,rad,-0.218288043897637,-0.8942812031745734,0.8240765538480309,2.472229661544093,3.5988249165811315,0.698385124414604,4.2972100409957354,3.5407716290519136,0.2824243144615804,1.774524303015269,0.5471986831159238,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.5961305659645,theta,rad,-0.23037728622311718,-0.8828083280216653,0.8623785888671389,2.587135766601417,3.5070774481098375,0.7775313904587385,4.284608838568576,3.5405691582816927,0.2824404651610645,1.7746257808529684,0.546375182236222,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.6461305659645,theta,rad,-0.2733825848923453,-0.8362809524596992,0.9970808605846239,2.9912425817538715,3.1471462415110585,1.092937710694872,4.24008395220593,3.539854170992184,0.2824975130881481,1.774984223550225,0.5434564592891957,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.65655636595643,theta,rad,-0.28204680490111367,-0.8257453805020137,1.023901369907844,3.071704109723532,3.068349450391869,1.1628446498235925,4.231194100215461,3.5397114947021606,0.282508899806294,1.7750557684103765,0.5428720165976759,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.70655636595643,theta,rad,-0.32200217142762205,-0.7714513998400772,1.1460334907422272,3.4381004722266812,2.678117680418465,1.5125931169858566,4.190710797404321,3.5390620933898984,0.282560738865745,1.7753814828270569,0.5402033417211577,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.720149165965495,theta,rad,-0.3323815134424126,-0.755660079372673,1.177308833611097,3.531926500833291,2.5695997000088147,1.6107642714882815,4.180363971497096,3.538896204280507,0.2825739841678431,1.7754647055145887,0.5395193681091253,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.77014916596549,theta,rad,-0.3686468084975394,-0.6940547750831653,1.2849331428920783,3.854799428676235,2.167704138670844,1.9772302178199097,4.144934356490754,3.538328433136893,0.28261932686487595,1.7757496020823735,0.5371713614667004,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.77951206589664,theta,rad,-0.37508857617129276,-0.681935610875699,1.3037589197190196,3.911276759157059,2.0926627982118573,2.0461155925743495,4.138778390786207,3.5382298238255836,0.28262720337334846,1.7757990916446798,0.5367624464822109,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.82951206589664,theta,rad,-0.4075155190897675,-0.6143650154261389,1.3970038012653656,4.191011403796097,1.6984996748080192,2.4100718912315835,4.108571566039602,3.5377461361779083,0.28266584472349243,1.776041882408154,0.5347518461957484,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.840601765937976,theta,rad,-0.41424234755355305,-0.5987667684152395,1.4159985284009837,4.247995585202951,1.6133473933129308,2.4891442059046955,4.102491599217626,3.5376488167198863,0.2826736207601301,1.7760907406873039,0.5343463313524022,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.89060176593797,theta,rad,-0.44237690073047253,-0.5259660212170965,1.4939160080578737,4.481748024173621,1.2448811496372443,2.8330291373560827,4.077910286993327,3.5372554775702,0.2827050537743225,1.7762882401402378,0.5327039929969777,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.902725365935694,theta,rad,-0.448643292805653,-0.5077507226683355,1.5108910190862752,4.532673057258826,1.1601485836659764,2.9124989147143125,4.072647498380289,3.5371712905126658,0.28271178234488703,1.7763305169959474,0.5323517782360172,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.95272536593569,theta,rad,-0.4721150255233114,-0.4306015064862057,1.572939855795798,4.718819567387394,0.8343794582468544,3.2193939428712475,4.053773401118102,3.536869442514268,0.2827359098924291,1.7764821148481618,0.5310868838850905,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,62.967095765928605,theta,rad,-0.47813998757039616,-0.40788538528609064,1.5883989103001095,4.765196730900328,0.7486671938849218,3.300506724287891,4.049173918172813,3.5367959019779325,0.28274178881533873,1.7765190532102098,0.5307782252316967,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.0170957659286,theta,rad,-0.49652845151987907,-0.3272737458717038,1.6339310588757376,4.901793176627213,0.48198647131603456,3.553919141231727,4.0359056125477615,3.5365837955398485,0.2827587462401278,1.7766255998524922,0.5298869147763263,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.030623166021755,theta,rad,-0.5008058016992212,-0.3051014097546923,1.644050284679183,4.932150854037548,0.41889091605435297,3.614123041284191,4.033013957338544,3.5365375773330308,0.28276244154999725,1.7766488181691693,0.5296924851867534,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.08062316602175,theta,rad,-0.5139922709428555,-0.22211307987132298,1.6733657846327346,5.020097353898204,0.22200399112466113,3.8026908547098923,4.024694845834554,3.5364046256845096,0.2827730720452949,1.7767156115410314,0.5291327629584598,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.095910166125606,theta,rad,-0.5171919251325332,-0.19648165774475648,1.6797994827700042,5.0393984483100125,0.17372268823557432,3.8491192996080583,4.022841987843632,3.536375017366878,0.2827754395642638,1.7767304871014316,0.5290080269484551,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.1459101661256,theta,rad,-0.5249096043969256,-0.11211857025755227,1.6926349316196183,5.0779047948588545,0.05656758208468958,3.962183103779376,4.018750685864066,3.536309643115264,0.2827806671134894,1.7767633327619183,0.5287325026267866,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.15679476611861,theta,rad,-0.5260296777630993,-0.09368819127482027,1.6937722752640605,5.0813168257921815,0.039498647329562896,3.9787183620668083,4.018217009396372,3.536301115988775,0.28278134898599916,1.776767617093253,0.5286965531798439,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.206794766118605,theta,rad,-0.5285965512609181,-0.009006110611638862,1.6914513032222716,5.074353909666815,0.0003649951275708336,4.016732634382318,4.017097629509889,3.53628323074725,0.2827827791917817,1.776776603341212,0.5286211424654098,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.221613666150574,theta,rad,-0.5285443926655012,0.01603803590653243,1.6883969153523368,5.06519074605701,0.001157483680826506,4.0159585209258575,4.017116004606684,3.5362835243377884,0.28278275571449324,1.7767764558290582,0.5286223804429532,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.27161366615057,theta,rad,-0.5256383172828928,0.10005315340151039,1.6701802932893939,5.010540879868182,0.04504785077513776,3.9729372114758514,4.01798506225099,3.536297409947229,0.28278164534100164,1.7767694791466502,0.5286809280957514,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.28441776620768,theta,rad,-0.5242204932107809,0.12139680182832938,1.6635649524166218,4.990694857249865,0.06631732572366004,3.9520258665073875,4.018343192231048,3.536303132140082,0.2827811877639644,1.7767666041053327,0.5287050532917441,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.33441776620768,theta,rad,-0.516083856294927,0.20379051163080003,1.6301880127116728,4.890564038135018,0.18688757683834456,3.8330110466978486,4.019898623536193,3.536327985273231,0.282779200392165,1.776754117080043,0.5288098223639083,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.348072966226226,theta,rad,-0.5131494108734382,0.2259756647364434,1.618998481679266,4.856995445037798,0.22979250473884863,3.790504210054264,4.020296714793113,3.536334346218035,0.282778691746005,1.776750921161964,0.5288366335483966,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.39807296622622,theta,rad,-0.4998458562073286,0.3057624583404006,1.5705139478161305,4.7115418434483916,0.42070806418664347,3.6005706195503695,4.021278683737013,3.536350036937949,0.2827774370621634,1.7767430377508853,0.528902763252322,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.41316266622472,theta,rad,-0.4950538226759669,0.3293346284279616,1.5535823926724608,4.660747178017383,0.48807583866802584,3.533273357809763,4.0213491964777885,3.5363511636615397,0.2827773469659047,1.7767424716593962,0.5289075115734854,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.46316266622472,theta,rad,-0.47667042327248227,0.40547117888693657,1.4899661727388835,4.469898518216651,0.7398309460858296,3.28063471881227,4.0204656648981,3.536337045821471,0.28277847587565164,1.7767495648085314,0.5288480118551026,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.47740546629376,theta,rad,-0.4707449285804634,0.42654963311927024,1.4697558627274592,4.409267588182377,0.8187506528138283,3.201081296112879,4.019831948926707,3.5363269199107354,0.28277928558291837,1.776754652349333,0.5288053317525077,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.52740546629376,theta,rad,-0.44761165279525167,0.49813015923753867,1.3916127283378315,4.174838185013495,1.1166014499390704,2.899344070165835,4.015945520104905,3.536264822987233,0.2827842511962262,1.7767858522179096,0.5285435166500458,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.541321566319866,theta,rad,-0.44054563378319805,0.5173319831155702,1.3679026470503952,4.103707941151185,1.2043457133942983,2.81000225160229,4.014347964996588,3.536239298862501,0.28278629229692376,1.7767986768318231,0.5284358609077464,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.59132156631986,theta,rad,-0.413006401389141,0.5834702077963384,1.275857722591477,3.827573167774431,1.5319686752365602,2.474524421801276,4.006493097037836,3.536113813831651,0.2827963274509039,1.7768617295638665,0.5279062495012639,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.6057612663748,theta,rad,-0.40444923937435867,0.6016882373316697,1.247324387689232,3.741973163067696,1.6291293072448123,2.3744339493882602,4.003563256633073,3.536067013481142,0.2828000703005718,1.776885246581907,0.5277085829501188,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.655761266374796,theta,rad,-0.37284850934143904,0.6614634234786926,1.1420298594101934,3.42608957823058,1.9689023727006851,2.022032306447311,3.990934679147996,3.5358653206339894,0.2828162017835842,1.7769866036789532,0.5268558065505238,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.66955886642991,theta,rad,-0.3636141659691299,0.6770092284442436,1.111256686844059,3.333770060532177,2.0625367292940155,1.9242059014842239,3.9867426307782394,3.535798380331236,0.28282155610533405,1.777020245874702,0.5265724514800709,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.71955886642991,theta,rad,-0.32842260649475963,0.7296747498431752,0.9938619934109231,2.981585980232769,2.395913582514151,1.572965524709254,3.9688791072234046,3.535513192743003,0.2828443695395058,1.7771635869090963,0.525363442265763,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.73453806640191,theta,rad,-0.3173825349943968,0.7442867315864378,0.9569810011034477,2.870943003310343,2.492832324670299,1.4698656801686794,3.9626980048389786,3.5354145369204866,0.2828522623180272,1.7772131786991345,0.5249445156861517,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.78453806640191,theta,rad,-0.2790246397259088,0.7889591850722526,0.8286104120490438,2.4858312361471313,2.8010546806944276,1.1382191571498304,3.939273837844258,3.5350407796963204,0.2828821680766878,1.777401082122551,0.5233541754451712,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.7978451664474,theta,rad,-0.26845355843781443,0.7997503385933004,0.7931688787819091,2.3795066363457273,2.8782027183604435,1.0541170193295266,3.93231973768997,3.53492985413666,0.28289104487597566,1.7774568566974112,0.5228811954575019,1.0,3.0,0.05,1.0,1.808
Simple Pendulum,63.8478451664474,theta,rad,-0.22753117097090161,0.8359996619422587,0.6557289546077776,1.9671868638233327,3.1450294564540693,0.7585210311144981,3.9035504875685674,3.5344711202404935,0.28292776089565497,1.7776875502527985,0.5209203284722281,1.0,3.0,0.05,1.0,1.808
